FeatureType,date,IMONum,deaths,missings,severeInjuries,description,latitude,longitude,subtype_field,subtype_value,gml_pos
HullAndEngineAccessoryDamage,20200904,현대호,0,0,0,어선 현대호 기관손상사건,34.7261,127.7353,hullAndEngineAccessoryDamageType,machineries and propulsion damage,127.7353 34.7261
HullAndEngineAccessoryDamage,20200820,동부호,0,0,0,어선 동부호 기관손상사건,33.3167,126.14,hullAndEngineAccessoryDamageType,machineries and propulsion damage,126.14 33.3167
HullAndEngineAccessoryDamage,20200928,희성호,0,0,0,어선 희성호 기관손상사건,33.4906,126.2564,hullAndEngineAccessoryDamageType,machineries and propulsion damage,126.2564 33.4906
HullAndEngineAccessoryDamage,20201007,2001신광호,0,0,0,어선 2001신광호 기관손상사건,33.1089,126.3764,hullAndEngineAccessoryDamageType,machineries and propulsion damage,126.3764 33.1089
OtherIncident,20201016,제11유진호,0,0,1,어선 제11유진호 선원부상사건,33.4819,126.9328,otherIncidentType,safety hinderance and near misses,126.9328 33.4819
HullAndEngineAccessoryDamage,20201019,한성호,0,0,0,어선 한성호 기관손상사건,33.25,126.6603,hullAndEngineAccessoryDamageType,machineries and propulsion damage,126.6603 33.25
HullAndEngineAccessoryDamage,20201021,마리호,0,0,0,모터보트 마리호 추진축계손상사건,33.2439,126.5722,hullAndEngineAccessoryDamageType,machineries and propulsion damage,126.5722 33.2439
OtherIncident,20200911,은진호,0,0,1,어선 은진호 선원부상사건,34.3208,126.7531,otherIncidentType,safety hinderance and near misses,126.7531 34.3208
HullAndEngineAccessoryDamage,20200908,낙원호,0,0,0,어선 낙원호 기관손상사건,33.4167,127.0667,hullAndEngineAccessoryDamageType,machineries and propulsion damage,127.0667 33.4167
HullAndEngineAccessoryDamage,20200919,부국호,0,0,0,어선 부국호 기관손상사건,33.2419,126.6611,hullAndEngineAccessoryDamageType,machineries and propulsion damage,126.6611 33.2419
FireAndExplosion,20200923,천삼한일호,0,0,0,기타선 천삼한일호 화재사건,33.4706,126.925,fireAndExplosionType,fire,126.925 33.4706
HullAndEngineAccessoryDamage,20200925,팀블랙호,0,0,0,모터보트 팀블랙호 기관손상사건,33.2219,126.4792,hullAndEngineAccessoryDamageType,machineries and propulsion damage,126.4792 33.2219
HullAndEngineAccessoryDamage,20200925,모비딕헌터,0,0,0,모터보트 모비딕헌터호 기관손상사건,33.2333,126.2,hullAndEngineAccessoryDamageType,machineries and propulsion damage,126.2 33.2333
HullAndEngineAccessoryDamage,20200815,영남호,0,0,0,어선 영남호 조타장치손상사건,33.2667,126.7106,hullAndEngineAccessoryDamageType,rudder damage,126.7106 33.2667
HullAndEngineAccessoryDamage,20200816,범털개털호,0,0,0,모터보트 범털개털호 기관손상사건 ,33.2042,126.2919,hullAndEngineAccessoryDamageType,machineries and propulsion damage,126.2919 33.2042
HullAndEngineAccessoryDamage,20200817,트라이엄프,0,0,0,모터보트 트라이엄프 기관손상사건,33.2078,126.3128,hullAndEngineAccessoryDamageType,machineries and propulsion damage,126.3128 33.2078
HullAndEngineAccessoryDamage,20200819,우도피싱호,0,0,0,어선 우도피싱호 기관손상사건,33.4833,126.9333,hullAndEngineAccessoryDamageType,machineries and propulsion damage,126.9333 33.4833
HullAndEngineAccessoryDamage,20200820,스쿠바라이프호,0,0,0,모터보트 스쿠바라이프호 기관손상사건,33.2389,126.5444,hullAndEngineAccessoryDamageType,machineries and propulsion damage,126.5444 33.2389
HullAndEngineAccessoryDamage,20200821,찬미호,0,0,0,어선 찬미호 기관손상사건,33.2303,126.6375,hullAndEngineAccessoryDamageType,machineries and propulsion damage,126.6375 33.2303
StrandingAndGrounding,20201120,진스타호,0,0,0,낚시어선 진스타호 좌초사건,34.5983,127.5094,strandingAndGroundingType,grounding,127.5094 34.5983
HullAndEngineAccessoryDamage,20201118,선진호,0,0,0,예인선 선진호 기관손상사건,34.8094,126.3603,hullAndEngineAccessoryDamageType,machineries and propulsion damage,126.3603 34.8094
CollisionAndContact,20201118,제122금성호,0,0,0,어선 제122금성호 양식장 접촉사건,34.9189,126.1106,collisionAndContactType,contact,126.1106 34.9189
CollisionAndContact,20201015,주연호,0,0,0,"어선 72기산호, 어선 주연호 충돌사건",33.9658,126.5906,collisionAndContactType,collision,126.5906 33.9658
CollisionAndContact,20201015,제72기산호,0,0,0,"어선 72기산호, 어선 주연호 충돌사건",33.9658,126.5906,collisionAndContactType,collision,126.5906 33.9658
FireAndExplosion,20201114,909민성호,0,0,0,어선 909민성호 화재사건,33.2389,126.5633,fireAndExplosionType,fire,126.5633 33.2389
HullAndEngineAccessoryDamage,20201117,해룡호,0,0,0,낚시어선 해룡호 기관손상사건,33.5075,126.9886,hullAndEngineAccessoryDamageType,machineries and propulsion damage,126.9886 33.5075
HullAndEngineAccessoryDamage,20201117,여초호,0,0,0,모터보트 여초호 기관손상사건,33.3833,126.5667,hullAndEngineAccessoryDamageType,machineries and propulsion damage,126.5667 33.3833
FloodingAndSinking,20201118,의성6호,0,0,0,어선 의성6호 침몰사건,34.3783,126.3083,floodingAndSinkingType,sinking,126.3083 34.3783
CollisionAndContact,20201116,블루피카소,0,0,0,세일링요트 불루피카소 부유물감김사건,34.5511,127.8619,collisionAndContactType,floating object entanglement,127.8619 34.5511
HullAndEngineAccessoryDamage,20201116,제207신광호,0,0,0,어선 제207신광호 부유물감김사건,34.6667,125.8,hullAndEngineAccessoryDamageType,machineries and propulsion damage,125.8 34.6667
FloodingAndSinking,20201115,문창호,0,0,0,예인선 문창호 침수사건,34.8481,127.6825,floodingAndSinkingType,flooding,127.6825 34.8481
FloodingAndSinking,20201116,금화호,0,0,0,어선 금화호 침몰사건,34.7333,127.7397,floodingAndSinkingType,sinking,127.7397 34.7333
HullAndEngineAccessoryDamage,20201115,동성호,0,0,0,모터보트 동성호 기관손상사건,33.9333,126.3,hullAndEngineAccessoryDamageType,machineries and propulsion damage,126.3 33.9333
HullAndEngineAccessoryDamage,20201116,경덕호,0,0,0,어선 경덕호 기관손상사건,33.4153,126.2494,hullAndEngineAccessoryDamageType,machineries and propulsion damage,126.2494 33.4153
CollisionAndContact,20201115,천지연호,0,0,0,세일링요트 천지연호 양식장 접촉사건,34.3058,126.8239,collisionAndContactType,contact,126.8239 34.3058
StrandingAndGrounding,20201115,오성호,0,0,5,낚시어선 오성호 좌초사건,34.6703,127.7133,strandingAndGroundingType,grounding,127.7133 34.6703
CollisionAndContact,20201115,요시호마루3,0,0,0,"어선 요시호마루3, 선명미상 중국어선 충돌사건",34.8,125.1,collisionAndContactType,collision,125.1 34.8
HullAndEngineAccessoryDamage,20201115,707해광호,0,0,0,어선 707해광호 기관손상사건,32.8,127.2,hullAndEngineAccessoryDamageType,machineries and propulsion damage,127.2 32.8
HullAndEngineAccessoryDamage,20201114,경춘호,0,0,0,어선 경춘호 추진축계손상사건,33.7972,127.3,hullAndEngineAccessoryDamageType,machineries and propulsion damage,127.3 33.7972
CollisionAndContact,20201115,2016금양호,0,0,0,어선 2016금양호 부유물감김사건,34.0667,124.8333,collisionAndContactType,floating object entanglement,124.8333 34.0667
StrandingAndGrounding,20201119,충만호,0,0,0,어선 충만호 좌초사건,34.5122,127.3914,strandingAndGroundingType,grounding,127.3914 34.5122
FloodingAndSinking,20201114,진용호,0,0,0,어선 진용호 침몰사건,34.7233,127.7092,floodingAndSinkingType,sinking,127.7092 34.7233
HullAndEngineAccessoryDamage,20201114,온성호,0,0,0,어선 온성호 추진축계손상사건,32.8833,126.6833,hullAndEngineAccessoryDamageType,machineries and propulsion damage,126.6833 32.8833
CollisionAndContact,20201113,케이디호,0,0,0,낚시어선 케이디호 접촉사건,34.0589,127.3606,collisionAndContactType,contact,127.3606 34.0589
HullAndEngineAccessoryDamage,20201113,피싱랜드호,0,0,0,낚시어선 피싱랜드호 기관손상사건,34.3667,126.0167,hullAndEngineAccessoryDamageType,machineries and propulsion damage,126.0167 34.3667
CollisionAndContact,20201113,신양호,0,0,0,어선 신양호 부유물감김사건,35.0783,125.9186,collisionAndContactType,floating object entanglement,125.9186 35.0783
HullAndEngineAccessoryDamage,20201113,해태호,0,0,0,어선 해태호 기관손상사건,34.2733,126.505,hullAndEngineAccessoryDamageType,machineries and propulsion damage,126.505 34.2733
StrandingAndGrounding,20201113,우성호,0,0,0,어선 우성호 좌초사건,34.3192,126.0925,strandingAndGroundingType,grounding,126.0925 34.3192
StrandingAndGrounding,20201112,지성호,0,0,0,예인선 지성호 좌초사건,34.6939,126.2292,strandingAndGroundingType,grounding,126.2292 34.6939
HullAndEngineAccessoryDamage,20201112,제111옥영호,0,0,0,어선 제111옥영호 추진축계손상사건,34.8167,124.85,hullAndEngineAccessoryDamageType,machineries and propulsion damage,124.85 34.8167
CollisionAndContact,20201112,샛별호,0,0,0,어선 백경호/어선 샛별호 충돌사건,34.6825,127.1453,collisionAndContactType,collision,127.1453 34.6825
CollisionAndContact,20201112,백경호,0,0,0,어선 백경호/어선 샛별호 충돌사건,34.6825,127.1453,collisionAndContactType,collision,127.1453 34.6825
FloodingAndSinking,20201110,낚시호,0,0,0,어선 낚시호 침몰사건,34.2833,126.8753,floodingAndSinkingType,sinking,126.8753 34.2833
HullAndEngineAccessoryDamage,20201110,9009해명호,0,0,0,어선 9009해명호 기관손상사건,32.75,126.15,hullAndEngineAccessoryDamageType,machineries and propulsion damage,126.15 32.75
HullAndEngineAccessoryDamage,20201110,107공진호,0,0,0,어선 107공진호 기관손상사건,33.5031,126.93,hullAndEngineAccessoryDamageType,machineries and propulsion damage,126.93 33.5031
OtherIncident,20201110,제566웅진호,0,0,1,어선 제566웅진호 선원부상사건,34.3167,126.75,otherIncidentType,safety hinderance and near misses,126.75 34.3167
OtherIncident,20201109,장보호,0,0,0,석유제품운반선 장보호 해양오염사건,34.7814,126.3933,otherIncidentType,other incident,126.3933 34.7814
StrandingAndGrounding,20201110,성광호,0,0,0,어선 성광호 좌초사건,34.6936,127.7122,strandingAndGroundingType,grounding,127.7122 34.6936
HullAndEngineAccessoryDamage,20201126,제주엠제이호,0,0,0,어선 제주엠제이호 기관손상사건,33.5519,126.3858,hullAndEngineAccessoryDamageType,machineries and propulsion damage,126.3858 33.5519
FireAndExplosion,20201109,제2006삼성호,0,0,0,어선 제2006삼성호 화재사건,34.3333,125.75,fireAndExplosionType,fire,125.75 34.3333
HullAndEngineAccessoryDamage,20201109,정운호,0,0,0,어선 정운호 조타장치 손상사건,34.4867,127.0889,hullAndEngineAccessoryDamageType,rudder damage,127.0889 34.4867
HullAndEngineAccessoryDamage,20201108,202명광호,0,0,0,어선 202명광호 조타장치손상사건,33.4167,125.5333,hullAndEngineAccessoryDamageType,rudder damage,125.5333 33.4167
StrandingAndGrounding,20201108,한바다호,0,0,0,낚시어선 한바다호 좌초사건,34.2397,127.2803,strandingAndGroundingType,grounding,127.2803 34.2397
HullAndEngineAccessoryDamage,20201108,유양호,0,0,0,어선 유양호 추진축계손상사건,33.5833,126.7667,hullAndEngineAccessoryDamageType,machineries and propulsion damage,126.7667 33.5833
CollisionAndContact,20201107,해피호,0,0,0,"어선 제707용정호, 고무보트 해피호 충돌사건",33.5683,126.815,collisionAndContactType,collision,126.815 33.5683
CollisionAndContact,20201107,제707용정호,0,0,0,"어선 제707용정호, 고무보트 해피호 충돌사건",33.5683,126.815,collisionAndContactType,collision,126.815 33.5683
HullAndEngineAccessoryDamage,20201107,선경호,0,0,0,어선 선경호 기관손상사건,35.05,125.3833,hullAndEngineAccessoryDamageType,machineries and propulsion damage,125.3833 35.05
StrandingAndGrounding,20201107,청해호,0,0,0,어선 청해호 좌초사건,34.5033,127.825,strandingAndGroundingType,grounding,127.825 34.5033
FloodingAndSinking,20201107,영성호,0,0,0,어선 영성호 침수사건,34.1725,127.3544,floodingAndSinkingType,flooding,127.3544 34.1725
HullAndEngineAccessoryDamage,20201106,27협신호,0,0,0,어선 27협신호 조타장치손상사건,33.6667,126.5167,hullAndEngineAccessoryDamageType,rudder damage,126.5167 33.6667
OtherIncident,20201106,제103해금호,0,0,1,어선 제103해금호 선원부상사건,35.2833,125.65,otherIncidentType,safety hinderance and near misses,125.65 35.2833
StrandingAndGrounding,20201106,종근2호,0,0,0,어선 종근2호 좌초사건,34.9017,126.26,strandingAndGroundingType,grounding,126.26 34.9017
HullAndEngineAccessoryDamage,20201111,태양호,0,0,0,모터보트 태양호 기관손상사건,34.6497,126.9194,hullAndEngineAccessoryDamageType,machineries and propulsion damage,126.9194 34.6497
FloodingAndSinking,20201109,제102해인호,1,0,0,어선 제102해인호 전복사건,34.95,125.3833,floodingAndSinkingType,capsizing,125.3833 34.95
HullAndEngineAccessoryDamage,20201112,송도호,0,0,0,어선 송도호 기관손상사건,33.8,126.6667,hullAndEngineAccessoryDamageType,machineries and propulsion damage,126.6667 33.8
FloodingAndSinking,20201116,무등록선,0,0,0,무등록선박 전복사건,34.8075,127.5236,floodingAndSinkingType,flooding,127.5236 34.8075
HullAndEngineAccessoryDamage,20201116,207만진호,0,0,0,어선 207만진호 추진축계손상사건,33.5167,126.4833,hullAndEngineAccessoryDamageType,machineries and propulsion damage,126.4833 33.5167
HullAndEngineAccessoryDamage,20201115,만해호,0,0,0,어선 만해호 추진축계손상사건,33.8833,126.7333,hullAndEngineAccessoryDamageType,machineries and propulsion damage,126.7333 33.8833
HullAndEngineAccessoryDamage,20201111,루나호,0,0,0,모터보트 루나호 기관손상사건,34.2253,127.0256,hullAndEngineAccessoryDamageType,machineries and propulsion damage,127.0256 34.2253
FloodingAndSinking,20201127,성남호,0,0,0,어선 성남호 침수사건,34.8497,126.3314,floodingAndSinkingType,flooding,126.3314 34.8497
CollisionAndContact,20201102,행복호,0,0,0,어선 행복호 부유물감김사건,33.9167,126.5833,collisionAndContactType,floating object entanglement,126.5833 33.9167
HullAndEngineAccessoryDamage,20201124,제2승명호,0,0,0,어선 제2승명호 기관손상사건,33.1111,126.2719,hullAndEngineAccessoryDamageType,machineries and propulsion damage,126.2719 33.1111
CollisionAndContact,20201202,빅마스타호,0,0,0,낚시어선 빅마스타호 부유물감김사건,34.0833,126.15,collisionAndContactType,floating object entanglement,126.15 34.0833
HullAndEngineAccessoryDamage,20201130,충장7호,0,0,0,기타선 충장7호 기관손상사건,34.6578,126.2417,hullAndEngineAccessoryDamageType,machineries and propulsion damage,126.2417 34.6578
OtherIncident,20201125,제1공선호,0,0,1,어선 제1공선호 선원부상사건,33.5044,126.9325,otherIncidentType,safety hinderance and near misses,126.9325 33.5044
CollisionAndContact,20201108,아이리스호,0,0,0,세일링요트 아이리스호 부유물감김사건,34.7428,125.4781,collisionAndContactType,floating object entanglement,125.4781 34.7428
HullAndEngineAccessoryDamage,20201109,동부5호,0,0,1,어선 동부5호 기관손상사건,33.2167,126.6333,hullAndEngineAccessoryDamageType,machineries and propulsion damage,126.6333 33.2167
